pc_id,state,constituency_name,total_requests,approved,rejected,pending,objections_raised,objections_resolved,objections_pending,freeze_period_pending,avg_processing_time_days,officers_assigned,cases_per_officer,data_origin,anchor_level
PC397,Madhya Pradesh,Madhya Pradesh 334,25987,23710,1679,598,442,326,116,206,41.0,5,5197.4,synthetic,ECI_aggregate_estimate
PC398,Tamil Nadu,Tamil Nadu 335,22877,17318,2589,2970,1026,658,368,1725,46.5,3,7625.7,synthetic,ECI_aggregate_estimate
PC399,Rajasthan,Rajasthan 336,26628,20352,1196,5080,1197,888,309,2141,44.8,6,4438.0,synthetic,ECI_aggregate_estimate
PC400,Karnataka,Karnataka 337,35910,27812,3202,4896,1238,804,434,2662,73.2,6,5985.0,synthetic,ECI_aggregate_estimate
PC401,Gujarat,Gujarat 338,51999,46807,3083,2109,2242,1521,721,712,62.4,12,4333.2,synthetic,ECI_aggregate_estimate
PC402,Andhra Pradesh,Andhra Pradesh 339,16199,13368,1091,1740,879,567,312,635,65.8,7,2314.1,synthetic,ECI_aggregate_estimate
PC403,Odisha,Odisha 340,46062,40853,2612,2597,3460,2749,711,1038,64.7,5,9212.4,synthetic,ECI_aggregate_estimate
PC404,Telangana,Telangana 341,38640,30488,3050,5102,482,427,55,1754,36.6,11,3512.7,synthetic,ECI_aggregate_estimate
PC405,Kerala,Kerala 342,39820,34060,3700,2060,604,398,206,820,77.3,7,5688.6,synthetic,ECI_aggregate_estimate
PC406,Jharkhand,Jharkhand 343,35438,31369,2820,1249,514,348,166,514,57.3,8,4429.8,synthetic,ECI_aggregate_estimate
PC407,Assam,Assam 344,25859,23155,2639,65,1746,1267,479,25,30.9,5,5171.8,synthetic,ECI_aggregate_estimate
PC408,Punjab,Punjab 345,38348,28879,1863,7606,2034,1620,414,2294,70.0,10,3834.8,synthetic,ECI_aggregate_estimate
PC409,Chhattisgarh,Chhattisgarh 346,48526,38474,3291,6761,863,559,304,4411,44.6,12,4043.8,synthetic,ECI_aggregate_estimate
PC410,Haryana,Haryana 347,25806,20504,2646,2656,1367,825,542,1779,65.5,6,4301.0,synthetic,ECI_aggregate_estimate
PC411,Uttarakhand,Uttarakhand 348,25921,19663,2529,3729,502,315,187,1769,63.1,3,8640.3,synthetic,ECI_aggregate_estimate
PC412,Himachal Pradesh,Himachal Pradesh 349,22912,18468,743,3701,616,384,232,1678,50.4,8,2864.0,synthetic,ECI_aggregate_estimate
PC413,Tripura,Tripura 350,38628,31083,1539,6006,1505,935,570,2192,76.5,2,19314.0,synthetic,ECI_aggregate_estimate
PC414,Meghalaya,Meghalaya 351,43938,39535,2479,1924,2647,2192,455,872,60.6,2,21969.0,synthetic,ECI_aggregate_estimate
PC415,Manipur,Manipur 352,40700,30758,3924,6018,1737,1522,215,3490,71.2,6,6783.3,synthetic,ECI_aggregate_estimate
PC416,Nagaland,Nagaland 353,28509,26207,3197,0,1554,1087,467,0,51.6,3,9503.0,synthetic,ECI_aggregate_estimate
PC417,Goa,Goa 354,38051,32602,4504,945,2008,1405,603,395,69.2,2,19025.5,synthetic,ECI_aggregate_estimate
PC418,Arunachal Pradesh,Arunachal Pradesh 355,42015,31679,4125,6211,1007,635,372,4188,42.1,12,3501.2,synthetic,ECI_aggregate_estimate
PC419,Mizoram,Mizoram 356,50782,38859,2824,9099,554,478,76,4007,84.4,8,6347.8,synthetic,ECI_aggregate_estimate
PC420,Sikkim,Sikkim 357,32588,28288,2681,1619,1221,778,443,492,52.3,7,4655.4,synthetic,ECI_aggregate_estimate
PC421,Jammu and Kashmir,Jammu and Kashmir 358,51128,44350,4526,2252,2238,1761,477,778,52.8,12,4260.7,synthetic,ECI_aggregate_estimate
PC422,Ladakh,Ladakh 359,28649,26126,2124,399,2021,1871,150,152,55.3,6,4774.8,synthetic,ECI_aggregate_estimate
PC423,Uttar Pradesh,Uttar Pradesh 360,29389,26299,2750,340,2206,1770,436,111,43.2,8,3673.6,synthetic,ECI_aggregate_estimate
PC424,Maharashtra,Maharashtra 361,51973,43977,5136,2860,4058,2510,1548,1632,58.8,10,5197.3,synthetic,ECI_aggregate_estimate
PC425,West Bengal,West Bengal 362,52777,40362,3461,8954,3603,2485,1118,5967,43.5,6,8796.2,synthetic,ECI_aggregate_estimate
PC426,Bihar,Bihar 363,48126,36921,3407,7798,809,555,254,3262,59.4,7,6875.1,synthetic,ECI_aggregate_estimate
PC427,Madhya Pradesh,Madhya Pradesh 364,40271,35723,3827,721,2121,1573,548,262,32.3,4,10067.8,synthetic,ECI_aggregate_estimate
PC428,Tamil Nadu,Tamil Nadu 365,42287,36434,4364,1489,542,325,217,986,71.0,8,5285.9,synthetic,ECI_aggregate_estimate
PC429,Rajasthan,Rajasthan 366,37274,28857,3925,4492,1197,837,360,1511,70.4,3,12424.7,synthetic,ECI_aggregate_estimate
PC430,Karnataka,Karnataka 367,36820,29479,4064,3277,2401,2171,230,2119,79.9,8,4602.5,synthetic,ECI_aggregate_estimate
PC431,Gujarat,Gujarat 368,30776,27707,1711,1358,515,327,188,943,49.6,7,4396.6,synthetic,ECI_aggregate_estimate
PC432,Andhra Pradesh,Andhra Pradesh 369,24993,21415,2232,1346,940,712,228,573,31.6,10,2499.3,synthetic,ECI_aggregate_estimate
PC433,Odisha,Odisha 370,46310,40595,3061,2654,693,645,48,1844,59.3,3,15436.7,synthetic,ECI_aggregate_estimate
PC434,Telangana,Telangana 371,49507,44652,3755,1100,989,710,279,544,34.7,10,4950.7,synthetic,ECI_aggregate_estimate
PC435,Kerala,Kerala 372,20546,18197,1128,1221,1329,1200,129,452,31.2,12,1712.2,synthetic,ECI_aggregate_estimate
PC436,Jharkhand,Jharkhand 373,32562,28841,2749,972,1087,874,213,573,55.7,7,4651.7,synthetic,ECI_aggregate_estimate
PC437,Assam,Assam 374,37934,32747,2222,2965,1839,1452,387,1635,38.6,4,9483.5,synthetic,ECI_aggregate_estimate
PC438,Punjab,Punjab 375,42993,37622,1972,3399,2019,1231,788,1764,45.3,2,21496.5,synthetic,ECI_aggregate_estimate
PC439,Chhattisgarh,Chhattisgarh 376,25835,23102,1087,1646,1441,1295,146,517,34.2,2,12917.5,synthetic,ECI_aggregate_estimate
PC440,Haryana,Haryana 377,14968,12688,1369,911,617,449,168,459,52.6,10,1496.8,synthetic,ECI_aggregate_estimate
PC441,Uttarakhand,Uttarakhand 378,20891,18200,2069,622,1334,952,382,419,77.3,9,2321.2,synthetic,ECI_aggregate_estimate
PC442,Himachal Pradesh,Himachal Pradesh 379,39052,32545,3025,3482,2650,2068,582,1200,39.0,9,4339.1,synthetic,ECI_aggregate_estimate
PC443,Tripura,Tripura 380,56211,43438,4912,7861,1195,925,270,3928,46.8,2,28105.5,synthetic,ECI_aggregate_estimate
PC444,Meghalaya,Meghalaya 381,22641,18226,1212,3203,983,810,173,1092,32.4,9,2515.7,synthetic,ECI_aggregate_estimate
PC445,Manipur,Manipur 382,32198,25262,2750,4186,1400,1184,216,1455,77.3,9,3577.6,synthetic,ECI_aggregate_estimate
PC446,Nagaland,Nagaland 383,14652,12309,1367,976,295,232,63,374,52.5,11,1332.0,synthetic,ECI_aggregate_estimate
PC447,Goa,Goa 384,30328,26718,1200,2410,1064,805,259,733,46.2,9,3369.8,synthetic,ECI_aggregate_estimate
PC448,Arunachal Pradesh,Arunachal Pradesh 385,41577,32199,4209,5169,2661,1864,797,2063,39.7,5,8315.4,synthetic,ECI_aggregate_estimate
PC449,Mizoram,Mizoram 386,47085,36504,5429,5152,3221,2515,706,2502,57.6,4,11771.2,synthetic,ECI_aggregate_estimate
PC450,Sikkim,Sikkim 387,15028,13257,737,1034,446,345,101,477,75.1,11,1366.2,synthetic,ECI_aggregate_estimate
PC451,Jammu and Kashmir,Jammu and Kashmir 388,17924,14027,2057,1840,1149,975,174,998,45.2,3,5974.7,synthetic,ECI_aggregate_estimate
PC452,Ladakh,Ladakh 389,24065,21506,1264,1295,506,314,192,538,42.0,9,2673.9,synthetic,ECI_aggregate_estimate
PC453,Uttar Pradesh,Uttar Pradesh 390,32428,29420,1302,1706,2068,1748,320,569,58.2,6,5404.7,synthetic,ECI_aggregate_estimate
PC454,Maharashtra,Maharashtra 391,28031,22400,2776,2855,1047,895,152,1280,67.1,11,2548.3,synthetic,ECI_aggregate_estimate
PC455,West Bengal,West Bengal 392,22574,20378,1094,1102,253,211,42,361,61.1,8,2821.8,synthetic,ECI_aggregate_estimate
PC456,Bihar,Bihar 393,44908,40769,2130,2009,778,581,197,1303,34.6,2,22454.0,synthetic,ECI_aggregate_estimate
PC457,Madhya Pradesh,Madhya Pradesh 394,28378,25540,2349,489,1222,1146,76,203,54.8,3,9459.3,synthetic,ECI_aggregate_estimate
PC458,Tamil Nadu,Tamil Nadu 395,50639,40136,1615,8888,2780,2502,278,5763,79.6,7,7234.1,synthetic,ECI_aggregate_estimate
PC459,Rajasthan,Rajasthan 396,28611,25743,1878,990,1797,1518,279,341,62.0,4,7152.8,synthetic,ECI_aggregate_estimate
PC460,Karnataka,Karnataka 397,29781,23308,2773,3700,2055,1233,822,2432,56.4,7,4254.4,synthetic,ECI_aggregate_estimate
PC461,Gujarat,Gujarat 398,26978,20994,2049,3935,1545,1317,228,1797,64.5,2,13489.0,synthetic,ECI_aggregate_estimate
PC462,Andhra Pradesh,Andhra Pradesh 399,32607,28632,2311,1664,749,492,257,805,35.7,5,6521.4,synthetic,ECI_aggregate_estimate
PC463,Odisha,Odisha 400,12244,10311,478,1455,478,315,163,504,43.4,2,6122.0,synthetic,ECI_aggregate_estimate
PC464,Telangana,Telangana 401,25269,20446,818,4005,484,413,71,2599,51.9,2,12634.5,synthetic,ECI_aggregate_estimate
PC465,Kerala,Kerala 402,25852,21567,1279,3006,1535,1391,144,1235,45.5,11,2350.2,synthetic,ECI_aggregate_estimate
PC466,Jharkhand,Jharkhand 403,13466,11957,711,798,685,610,75,285,45.5,4,3366.5,synthetic,ECI_aggregate_estimate
PC467,Assam,Assam 404,13864,11135,1516,1213,386,241,145,553,47.8,6,2310.7,synthetic,ECI_aggregate_estimate
PC468,Punjab,Punjab 405,34002,31195,3795,0,1172,978,194,0,37.2,4,8500.5,synthetic,ECI_aggregate_estimate
PC469,Chhattisgarh,Chhattisgarh 406,21930,19068,2173,689,1039,909,130,283,59.4,12,1827.5,synthetic,ECI_aggregate_estimate
PC470,Haryana,Haryana 407,52484,40280,3365,8839,1017,611,406,3942,42.8,4,13121.0,synthetic,ECI_aggregate_estimate
PC471,Uttarakhand,Uttarakhand 408,15530,12086,897,2547,834,527,307,866,74.2,11,1411.8,synthetic,ECI_aggregate_estimate
PC472,Himachal Pradesh,Himachal Pradesh 409,51253,44244,1918,5091,2400,1470,930,3288,40.7,4,12813.2,synthetic,ECI_aggregate_estimate
PC473,Tripura,Tripura 410,26824,22604,1588,2632,1702,1079,623,804,77.9,6,4470.7,synthetic,ECI_aggregate_estimate
PC474,Meghalaya,Meghalaya 411,46835,38561,4784,3490,1323,983,340,1242,59.4,7,6690.7,synthetic,ECI_aggregate_estimate
PC475,Manipur,Manipur 412,36998,30687,3524,2787,2497,1925,572,1944,64.2,4,9249.5,synthetic,ECI_aggregate_estimate
PC476,Nagaland,Nagaland 413,51511,39617,2525,9369,588,378,210,4059,81.5,5,10302.2,synthetic,ECI_aggregate_estimate
PC477,Goa,Goa 414,23876,18232,2523,3121,613,460,153,1766,52.7,4,5969.0,synthetic,ECI_aggregate_estimate
PC478,Arunachal Pradesh,Arunachal Pradesh 415,45982,38805,2843,4334,830,569,261,2466,37.4,11,4180.2,synthetic,ECI_aggregate_estimate
PC479,Mizoram,Mizoram 416,22528,18157,2358,2013,1645,1223,422,656,46.5,11,2048.0,synthetic,ECI_aggregate_estimate
PC480,Sikkim,Sikkim 417,33003,25790,3843,3370,1278,1125,153,1514,36.4,7,4714.7,synthetic,ECI_aggregate_estimate
PC481,Jammu and Kashmir,Jammu and Kashmir 418,57762,44895,1994,10873,1487,1166,321,4437,33.9,9,6418.0,synthetic,ECI_aggregate_estimate
PC482,Ladakh,Ladakh 419,22412,18332,1013,3067,336,247,89,1644,75.9,2,11206.0,synthetic,ECI_aggregate_estimate
PC483,Uttar Pradesh,Uttar Pradesh 420,53514,44347,5987,3180,3918,3274,644,1188,44.7,2,26757.0,synthetic,ECI_aggregate_estimate
PC484,Maharashtra,Maharashtra 421,11879,10740,421,718,850,592,258,315,36.0,9,1319.9,synthetic,ECI_aggregate_estimate
PC485,West Bengal,West Bengal 422,53051,45726,1825,5500,4193,3675,518,1834,50.9,6,8841.8,synthetic,ECI_aggregate_estimate
PC486,Bihar,Bihar 423,46344,36806,4863,4675,2558,2428,130,2558,71.8,5,9268.8,synthetic,ECI_aggregate_estimate
PC487,Madhya Pradesh,Madhya Pradesh 424,20497,16009,2055,2433,834,724,110,1082,43.3,8,2562.1,synthetic,ECI_aggregate_estimate
PC488,Tamil Nadu,Tamil Nadu 425,11546,9642,792,1112,126,112,14,714,62.5,5,2309.2,synthetic,ECI_aggregate_estimate
PC489,Rajasthan,Rajasthan 426,29267,24733,3056,1478,2069,1484,585,790,30.9,5,5853.4,synthetic,ECI_aggregate_estimate
PC490,Karnataka,Karnataka 427,13626,12271,1523,0,879,767,112,0,29.9,5,2725.2,synthetic,ECI_aggregate_estimate
PC491,Gujarat,Gujarat 428,16647,14386,729,1532,1006,764,242,676,45.3,9,1849.7,synthetic,ECI_aggregate_estimate
PC492,Andhra Pradesh,Andhra Pradesh 429,41689,31850,1640,8199,2330,1801,529,5662,56.9,3,13896.3,synthetic,ECI_aggregate_estimate
PC493,Odisha,Odisha 430,45238,36281,3321,5636,2946,1921,1025,2140,76.2,2,22619.0,synthetic,ECI_aggregate_estimate
PC494,Telangana,Telangana 431,14102,12248,453,1401,513,368,145,874,42.3,6,2350.3,synthetic,ECI_aggregate_estimate
PC495,Kerala,Kerala 432,34801,26260,3515,5026,2005,1474,531,1882,42.8,8,4350.1,synthetic,ECI_aggregate_estimate
PC496,Jharkhand,Jharkhand 433,18486,14988,935,2563,1109,750,359,1732,50.7,5,3697.2,synthetic,ECI_aggregate_estimate
PC497,Assam,Assam 434,49882,43175,5877,830,3954,3516,438,541,74.4,4,12470.5,synthetic,ECI_aggregate_estimate
PC498,Punjab,Punjab 435,18094,14971,925,2198,1296,962,334,1439,40.1,3,6031.3,synthetic,ECI_aggregate_estimate
PC499,Chhattisgarh,Chhattisgarh 436,53561,40799,1879,10883,2911,2432,479,4247,84.5,10,5356.1,synthetic,ECI_aggregate_estimate
PC500,Haryana,Haryana 437,49554,39885,5543,4126,3515,2860,655,1834,57.6,4,12388.5,synthetic,ECI_aggregate_estimate
PC501,Uttarakhand,Uttarakhand 438,13801,12420,1547,0,927,779,148,0,66.3,3,4600.3,synthetic,ECI_aggregate_estimate
PC502,Himachal Pradesh,Himachal Pradesh 439,43671,37285,1334,5052,2888,1822,1066,2414,84.6,5,8734.2,synthetic,ECI_aggregate_estimate
PC503,Tripura,Tripura 440,25466,23412,2524,0,1303,1128,175,0,33.2,12,2122.2,synthetic,ECI_aggregate_estimate
PC504,Meghalaya,Meghalaya 441,23427,19220,1474,2733,1546,1373,173,1899,51.8,11,2129.7,synthetic,ECI_aggregate_estimate
PC505,Manipur,Manipur 442,24764,21311,1832,1621,919,643,276,541,32.8,11,2251.3,synthetic,ECI_aggregate_estimate
PC506,Nagaland,Nagaland 443,37444,29982,4388,3074,2950,2431,519,1745,60.2,4,9361.0,synthetic,ECI_aggregate_estimate
PC507,Goa,Goa 444,12870,11721,536,613,431,319,112,400,29.7,2,6435.0,synthetic,ECI_aggregate_estimate
PC508,Arunachal Pradesh,Arunachal Pradesh 445,54043,45196,3338,5509,3125,2510,615,2112,59.9,11,4913.0,synthetic,ECI_aggregate_estimate
PC509,Mizoram,Mizoram 446,53895,47749,6391,0,673,607,66,0,47.9,3,17965.0,synthetic,ECI_aggregate_estimate
PC510,Sikkim,Sikkim 447,47638,40639,2833,4166,1559,1113,446,1767,56.9,7,6805.4,synthetic,ECI_aggregate_estimate
PC511,Jammu and Kashmir,Jammu and Kashmir 448,47305,43473,2498,1334,3184,2643,541,419,45.4,11,4300.5,synthetic,ECI_aggregate_estimate
PC512,Ladakh,Ladakh 449,28053,23226,1974,2853,825,567,258,856,71.8,4,7013.2,synthetic,ECI_aggregate_estimate
PC513,Uttar Pradesh,Uttar Pradesh 450,32151,25852,2831,3468,2061,1890,171,1792,59.8,6,5358.5,synthetic,ECI_aggregate_estimate
PC514,Maharashtra,Maharashtra 451,13982,12563,989,430,260,178,82,231,46.0,8,1747.8,synthetic,ECI_aggregate_estimate
PC515,West Bengal,West Bengal 452,44075,39596,3689,790,2338,2160,178,527,69.3,9,4897.2,synthetic,ECI_aggregate_estimate
PC516,Bihar,Bihar 453,56078,47824,1877,6377,2868,2139,729,4302,61.7,8,7009.8,synthetic,ECI_aggregate_estimate
PC517,Madhya Pradesh,Madhya Pradesh 454,27369,24987,857,1525,2133,1519,614,866,77.5,10,2736.9,synthetic,ECI_aggregate_estimate
PC518,Tamil Nadu,Tamil Nadu 455,42673,32537,4401,5735,2202,1511,691,3863,42.5,6,7112.2,synthetic,ECI_aggregate_estimate
PC519,Rajasthan,Rajasthan 456,18113,14201,1196,2716,497,303,194,915,47.4,12,1509.4,synthetic,ECI_aggregate_estimate
PC520,Karnataka,Karnataka 457,43479,33694,2665,7120,1363,1166,197,2620,36.5,2,21739.5,synthetic,ECI_aggregate_estimate
PC521,Gujarat,Gujarat 458,44403,34451,2964,6988,2656,1709,947,4828,43.0,4,11100.8,synthetic,ECI_aggregate_estimate
PC522,Andhra Pradesh,Andhra Pradesh 459,42435,36306,4394,1735,1803,1446,357,1143,58.6,3,14145.0,synthetic,ECI_aggregate_estimate
PC523,Odisha,Odisha 460,51541,39751,4318,7472,1054,737,317,2252,55.9,9,5726.8,synthetic,ECI_aggregate_estimate
PC524,Telangana,Telangana 461,16588,15081,1762,0,759,666,93,0,60.3,3,5529.3,synthetic,ECI_aggregate_estimate
PC525,Kerala,Kerala 462,14700,13434,945,321,975,585,390,146,59.7,12,1225.0,synthetic,ECI_aggregate_estimate
PC526,Jharkhand,Jharkhand 463,42012,38583,3457,0,2777,2206,571,0,75.3,11,3819.3,synthetic,ECI_aggregate_estimate
PC527,Assam,Assam 464,53769,45040,6257,2472,1758,1578,180,1034,49.6,10,5376.9,synthetic,ECI_aggregate_estimate
PC528,Punjab,Punjab 465,39447,30152,3157,6138,2583,1834,749,3767,31.9,8,4930.9,synthetic,ECI_aggregate_estimate
PC529,Chhattisgarh,Chhattisgarh 466,55462,45210,3511,6741,4317,3640,677,4451,42.8,7,7923.1,synthetic,ECI_aggregate_estimate
PC530,Haryana,Haryana 467,29467,24021,1377,4069,1744,1257,487,1415,35.8,7,4209.6,synthetic,ECI_aggregate_estimate
PC531,Uttarakhand,Uttarakhand 468,45420,39611,4433,1376,3183,1909,1274,414,63.7,2,22710.0,synthetic,ECI_aggregate_estimate
PC532,Himachal Pradesh,Himachal Pradesh 469,24342,18755,2222,3365,881,835,46,1315,68.9,4,6085.5,synthetic,ECI_aggregate_estimate
PC533,Tripura,Tripura 470,37234,32393,1891,2950,535,476,59,1455,56.7,12,3102.8,synthetic,ECI_aggregate_estimate
PC534,Meghalaya,Meghalaya 471,32351,27201,2945,2205,1707,1437,270,869,70.0,5,6470.2,synthetic,ECI_aggregate_estimate
PC535,Manipur,Manipur 472,32882,25779,3165,3938,412,337,75,2216,58.7,11,2989.3,synthetic,ECI_aggregate_estimate
PC536,Nagaland,Nagaland 473,53752,45765,3067,4920,916,851,65,1884,37.2,12,4479.3,synthetic,ECI_aggregate_estimate
PC537,Goa,Goa 474,43641,35539,4154,3948,1822,1197,625,2531,47.3,3,14547.0,synthetic,ECI_aggregate_estimate
PC538,Arunachal Pradesh,Arunachal Pradesh 475,50206,40174,5942,4090,1427,1093,334,1797,55.9,6,8367.7,synthetic,ECI_aggregate_estimate
PC539,Mizoram,Mizoram 476,29619,25632,1167,2820,623,458,165,1540,69.7,5,5923.8,synthetic,ECI_aggregate_estimate
PC540,Sikkim,Sikkim 477,19440,14967,2101,2372,1028,869,159,1083,53.4,5,3888.0,synthetic,ECI_aggregate_estimate
PC541,Jammu and Kashmir,Jammu and Kashmir 478,22473,17136,2434,2903,1219,1118,101,1547,55.5,2,11236.5,synthetic,ECI_aggregate_estimate
PC542,Ladakh,Ladakh 479,14065,11496,1218,1351,272,190,82,528,45.1,2,7032.5,synthetic,ECI_aggregate_estimate
PC543,Uttar Pradesh,Uttar Pradesh 480,18988,16153,1012,1823,1497,969,528,1251,45.1,5,3797.6,synthetic,ECI_aggregate_estimate
