pc_id,state,constituency_name,total_registered_voters,male_voters,female_voters,age_18_25,age_26_40,age_41_60,age_60_plus,literacy_rate_percent,last_election_turnout_percent,data_origin,anchor_level
PC404,Telangana,Telangana 341,1411673,726009,685664,296975,440630,402836,271232,83.14,65.84,synthetic,ECI_aggregate_estimate
PC405,Kerala,Kerala 342,1057469,519468,538001,207273,334037,341875,174284,66.46,45.11,synthetic,ECI_aggregate_estimate
PC406,Jharkhand,Jharkhand 343,1698602,828125,870477,313358,623161,573532,188551,74.47,73.52,synthetic,ECI_aggregate_estimate
PC407,Assam,Assam 344,2909520,1454760,1454760,550200,1069335,844392,445593,74.95,80.74,synthetic,ECI_aggregate_estimate
PC408,Punjab,Punjab 345,1628280,849390,778890,289147,581603,505743,251787,55.8,68.44,synthetic,ECI_aggregate_estimate
PC409,Chhattisgarh,Chhattisgarh 346,2635420,1345716,1289704,443887,858780,780113,552640,77.65,48.42,synthetic,ECI_aggregate_estimate
PC410,Haryana,Haryana 347,2669898,1401768,1268130,530837,917276,831858,389927,92.36,52.1,synthetic,ECI_aggregate_estimate
PC411,Uttarakhand,Uttarakhand 348,2503415,1215165,1288250,506438,889617,812439,294921,77.25,58.98,synthetic,ECI_aggregate_estimate
PC412,Himachal Pradesh,Himachal Pradesh 349,2560552,1307153,1253399,438514,913944,757800,450294,66.74,57.5,synthetic,ECI_aggregate_estimate
PC413,Tripura,Tripura 350,1654641,800669,853972,357189,626506,473379,197567,65.1,50.5,synthetic,ECI_aggregate_estimate
PC414,Meghalaya,Meghalaya 351,1414296,681379,732917,244536,507327,416898,245535,55.83,66.76,synthetic,ECI_aggregate_estimate
PC415,Manipur,Manipur 352,2302937,1218278,1084659,408180,856659,671353,366745,56.62,78.35,synthetic,ECI_aggregate_estimate
PC416,Nagaland,Nagaland 353,1933786,964628,969158,336061,678182,585057,334486,93.79,84.14,synthetic,ECI_aggregate_estimate
PC417,Goa,Goa 354,2352362,1232770,1119592,493945,799412,659269,399736,65.6,75.84,synthetic,ECI_aggregate_estimate
PC418,Arunachal Pradesh,Arunachal Pradesh 355,3159069,1548657,1610412,475328,972323,1085674,625744,76.25,83.89,synthetic,ECI_aggregate_estimate
PC419,Mizoram,Mizoram 356,2330937,1123570,1207367,470530,715903,755825,388679,79.6,45.66,synthetic,ECI_aggregate_estimate
PC420,Sikkim,Sikkim 357,3137825,1634246,1503579,544531,1190066,1057856,345372,69.66,74.82,synthetic,ECI_aggregate_estimate
PC421,Jammu and Kashmir,Jammu and Kashmir 358,2079979,1083235,996744,312455,754499,585139,427886,64.87,58.81,synthetic,ECI_aggregate_estimate
PC422,Ladakh,Ladakh 359,1835363,905637,929726,365352,557308,588104,324599,77.53,49.89,synthetic,ECI_aggregate_estimate
PC423,Uttar Pradesh,Uttar Pradesh 360,2078499,1015606,1062893,456469,634428,703657,283945,83.71,63.19,synthetic,ECI_aggregate_estimate
PC424,Maharashtra,Maharashtra 361,1771167,888653,882514,271824,659434,605359,234550,76.64,54.68,synthetic,ECI_aggregate_estimate
PC425,West Bengal,West Bengal 362,1918952,966765,952187,322069,596426,583891,416566,55.13,50.15,synthetic,ECI_aggregate_estimate
PC426,Bihar,Bihar 363,2943274,1488181,1455093,493954,882992,1004343,561985,59.75,79.71,synthetic,ECI_aggregate_estimate
PC427,Madhya Pradesh,Madhya Pradesh 364,974166,497929,476237,155535,335328,332173,151130,65.14,61.91,synthetic,ECI_aggregate_estimate
PC428,Tamil Nadu,Tamil Nadu 365,1038166,542011,496155,157388,390668,324544,165566,91.5,65.67,synthetic,ECI_aggregate_estimate
PC429,Rajasthan,Rajasthan 366,3148758,1681623,1467135,651272,1096307,1073743,327436,82.89,61.5,synthetic,ECI_aggregate_estimate
PC430,Karnataka,Karnataka 367,1576355,846005,730350,330991,473491,489529,282344,87.24,54.53,synthetic,ECI_aggregate_estimate
PC431,Gujarat,Gujarat 368,2710108,1313457,1396651,492194,1010550,923658,283706,72.16,69.28,synthetic,ECI_aggregate_estimate
PC432,Andhra Pradesh,Andhra Pradesh 369,2479443,1268454,1210989,463723,864327,703527,447866,66.58,79.84,synthetic,ECI_aggregate_estimate
PC433,Odisha,Odisha 370,1426420,726313,700107,251786,430835,457485,286314,66.59,74.53,synthetic,ECI_aggregate_estimate
PC434,Telangana,Telangana 371,2094352,1012617,1081735,334982,654234,697832,407304,65.73,50.4,synthetic,ECI_aggregate_estimate
PC435,Kerala,Kerala 372,2958508,1505227,1453281,647993,957943,838557,514015,93.45,73.41,synthetic,ECI_aggregate_estimate
PC436,Jharkhand,Jharkhand 373,3087130,1549810,1537320,668167,1018329,1026521,374113,62.31,75.38,synthetic,ECI_aggregate_estimate
PC437,Assam,Assam 374,2001789,1033689,968100,315332,759736,651036,275685,77.2,67.15,synthetic,ECI_aggregate_estimate
PC438,Punjab,Punjab 375,1316385,638558,677827,278192,475946,424303,137944,78.56,79.83,synthetic,ECI_aggregate_estimate
PC439,Chhattisgarh,Chhattisgarh 376,2021632,989868,1031764,339035,606489,701874,374234,81.56,55.3,synthetic,ECI_aggregate_estimate
PC440,Haryana,Haryana 377,2901652,1481745,1419907,485805,895968,844055,675824,55.82,60.9,synthetic,ECI_aggregate_estimate
PC441,Uttarakhand,Uttarakhand 378,2326387,1189222,1137165,472868,849250,803557,200712,70.9,57.8,synthetic,ECI_aggregate_estimate
PC442,Himachal Pradesh,Himachal Pradesh 379,1323629,664813,658816,210802,397088,427734,288005,58.48,78.51,synthetic,ECI_aggregate_estimate
PC443,Tripura,Tripura 380,1862021,951955,910066,402911,665775,563054,230281,66.0,48.5,synthetic,ECI_aggregate_estimate
PC444,Meghalaya,Meghalaya 381,1780442,951662,828780,360257,633216,554387,232582,76.37,68.86,synthetic,ECI_aggregate_estimate
PC445,Manipur,Manipur 382,3109552,1627673,1481879,547066,940743,991313,630430,59.69,66.99,synthetic,ECI_aggregate_estimate
PC446,Nagaland,Nagaland 383,2880276,1533257,1347019,437056,929217,923617,590386,56.18,62.48,synthetic,ECI_aggregate_estimate
PC447,Goa,Goa 384,1081955,567423,514532,172119,346162,332695,230979,66.58,81.22,synthetic,ECI_aggregate_estimate
PC448,Arunachal Pradesh,Arunachal Pradesh 385,928511,486976,441535,186820,281941,283406,176344,63.35,48.37,synthetic,ECI_aggregate_estimate
PC449,Mizoram,Mizoram 386,3133597,1626814,1506783,677640,1157272,917784,380901,69.77,56.34,synthetic,ECI_aggregate_estimate
PC450,Sikkim,Sikkim 387,956936,473926,483010,196716,343058,319405,97757,82.16,50.67,synthetic,ECI_aggregate_estimate
PC451,Jammu and Kashmir,Jammu and Kashmir 388,1652666,812007,840659,330957,603884,471081,246744,84.66,78.17,synthetic,ECI_aggregate_estimate
PC452,Ladakh,Ladakh 389,940788,506856,433932,175002,346764,299138,119884,60.21,75.78,synthetic,ECI_aggregate_estimate
PC453,Uttar Pradesh,Uttar Pradesh 390,2754983,1401554,1353429,472636,946533,771628,564186,56.37,69.25,synthetic,ECI_aggregate_estimate
PC454,Maharashtra,Maharashtra 391,2373233,1226760,1146473,443310,893563,728348,308012,78.1,83.2,synthetic,ECI_aggregate_estimate
PC455,West Bengal,West Bengal 392,1638214,853126,785088,266653,611543,480405,279613,59.34,54.33,synthetic,ECI_aggregate_estimate
PC456,Bihar,Bihar 393,1511179,742171,769008,303001,475341,476634,256203,81.81,66.43,synthetic,ECI_aggregate_estimate
PC457,Madhya Pradesh,Madhya Pradesh 394,2498539,1269192,1229347,535054,794217,740725,428543,68.0,80.5,synthetic,ECI_aggregate_estimate
PC458,Tamil Nadu,Tamil Nadu 395,1451672,728233,723439,304720,531639,504229,111084,64.8,72.5,synthetic,ECI_aggregate_estimate
PC459,Rajasthan,Rajasthan 396,1118185,598870,519315,231149,402989,373003,111044,63.71,64.45,synthetic,ECI_aggregate_estimate
PC460,Karnataka,Karnataka 397,2306237,1122390,1183847,386111,765004,692335,462787,91.66,59.56,synthetic,ECI_aggregate_estimate
PC461,Gujarat,Gujarat 398,1549013,801376,747637,273659,466098,491361,317895,80.87,55.92,synthetic,ECI_aggregate_estimate
PC462,Andhra Pradesh,Andhra Pradesh 399,2449436,1191660,1257776,405342,790130,820968,432996,74.3,57.69,synthetic,ECI_aggregate_estimate
PC463,Odisha,Odisha 400,1027100,553195,473905,222677,364940,323520,115963,80.76,53.74,synthetic,ECI_aggregate_estimate
PC464,Telangana,Telangana 401,1299784,644059,655725,232528,403576,377727,285953,60.84,59.27,synthetic,ECI_aggregate_estimate
PC465,Kerala,Kerala 402,1482164,712125,770039,295900,534870,459940,191454,61.2,64.56,synthetic,ECI_aggregate_estimate
PC466,Jharkhand,Jharkhand 403,1256951,655093,601858,251882,470488,362798,171783,63.17,76.45,synthetic,ECI_aggregate_estimate
PC467,Assam,Assam 404,2093536,1060270,1033266,448342,648592,624139,372463,90.13,51.3,synthetic,ECI_aggregate_estimate
PC468,Punjab,Punjab 405,2467654,1321727,1145927,387106,810874,722082,547592,80.98,57.67,synthetic,ECI_aggregate_estimate
PC469,Chhattisgarh,Chhattisgarh 406,2270098,1225367,1044731,381626,855684,737362,295426,91.33,69.78,synthetic,ECI_aggregate_estimate
PC470,Haryana,Haryana 407,2695354,1421288,1274066,545418,823540,778514,547882,81.7,61.3,synthetic,ECI_aggregate_estimate
PC471,Uttarakhand,Uttarakhand 408,1116755,600593,516162,218382,376524,319523,202326,79.35,83.21,synthetic,ECI_aggregate_estimate
PC472,Himachal Pradesh,Himachal Pradesh 409,1217697,585490,632207,198813,378528,401840,238516,55.48,73.65,synthetic,ECI_aggregate_estimate
PC473,Tripura,Tripura 410,1300062,656805,643257,251654,474142,391495,182771,87.16,76.45,synthetic,ECI_aggregate_estimate
PC474,Meghalaya,Meghalaya 411,2612631,1325784,1286847,561309,955826,844638,250858,82.41,84.94,synthetic,ECI_aggregate_estimate
PC475,Manipur,Manipur 412,1307524,678575,628949,219015,444206,379679,264624,69.74,69.12,synthetic,ECI_aggregate_estimate
PC476,Nagaland,Nagaland 413,1711583,857566,854017,375637,611568,518385,205993,81.0,46.2,synthetic,ECI_aggregate_estimate
PC477,Goa,Goa 414,2461715,1323294,1138421,373825,777639,693182,617069,80.92,78.17,synthetic,ECI_aggregate_estimate
PC478,Arunachal Pradesh,Arunachal Pradesh 415,2725939,1390925,1335014,418679,823373,881206,602681,60.61,46.22,synthetic,ECI_aggregate_estimate
PC479,Mizoram,Mizoram 416,2794325,1450677,1343648,510022,914469,905139,464695,92.17,74.76,synthetic,ECI_aggregate_estimate
PC480,Sikkim,Sikkim 417,1405919,696941,708978,260661,522926,441537,180795,59.91,69.53,synthetic,ECI_aggregate_estimate
PC481,Jammu and Kashmir,Jammu and Kashmir 418,2782465,1461772,1320693,489199,835871,829400,627995,67.77,79.0,synthetic,ECI_aggregate_estimate
PC482,Ladakh,Ladakh 419,3063972,1630071,1433901,603823,984782,932669,542698,73.5,76.56,synthetic,ECI_aggregate_estimate
PC483,Uttar Pradesh,Uttar Pradesh 420,2568822,1263533,1305289,546638,887071,764749,370364,94.11,69.18,synthetic,ECI_aggregate_estimate
PC484,Maharashtra,Maharashtra 421,2371578,1162156,1209422,453714,733225,789326,395313,78.61,65.12,synthetic,ECI_aggregate_estimate
PC485,West Bengal,West Bengal 422,931747,484757,446990,168352,331674,297476,134245,93.97,49.74,synthetic,ECI_aggregate_estimate
PC486,Bihar,Bihar 423,2716728,1336161,1380567,409361,913425,905894,488048,73.0,81.42,synthetic,ECI_aggregate_estimate
PC487,Madhya Pradesh,Madhya Pradesh 424,2828155,1493180,1334975,494547,1036202,927059,370347,80.84,65.53,synthetic,ECI_aggregate_estimate
PC488,Tamil Nadu,Tamil Nadu 425,1088781,555713,533068,168065,330800,380581,209335,82.19,57.92,synthetic,ECI_aggregate_estimate
PC489,Rajasthan,Rajasthan 426,2438536,1189808,1248728,373974,842928,690161,531473,65.15,74.51,synthetic,ECI_aggregate_estimate
PC490,Karnataka,Karnataka 427,2230722,1085763,1144959,457985,762384,660103,350250,69.12,63.93,synthetic,ECI_aggregate_estimate
PC491,Gujarat,Gujarat 428,1238608,620755,617853,192306,372883,417219,256200,76.26,78.84,synthetic,ECI_aggregate_estimate
PC492,Andhra Pradesh,Andhra Pradesh 429,2795650,1491927,1303723,543879,1020310,917081,314380,61.49,52.3,synthetic,ECI_aggregate_estimate
PC493,Odisha,Odisha 430,960918,462888,498030,203442,331979,307340,118157,58.46,68.13,synthetic,ECI_aggregate_estimate
PC494,Telangana,Telangana 431,1097428,546124,551304,220237,407436,324147,145608,57.9,60.86,synthetic,ECI_aggregate_estimate
PC495,Kerala,Kerala 432,3123266,1664563,1458703,664970,979713,938823,539760,55.12,77.93,synthetic,ECI_aggregate_estimate
PC496,Jharkhand,Jharkhand 433,2891013,1417214,1473799,568804,1021344,1010166,290699,71.9,55.86,synthetic,ECI_aggregate_estimate
PC497,Assam,Assam 434,932170,470755,461415,197939,280365,315342,138524,61.1,66.59,synthetic,ECI_aggregate_estimate
PC498,Punjab,Punjab 435,2949328,1547098,1402230,554141,1042000,881541,471646,56.16,59.24,synthetic,ECI_aggregate_estimate
PC499,Chhattisgarh,Chhattisgarh 436,2389525,1229781,1159744,401187,901415,807070,279853,77.47,82.7,synthetic,ECI_aggregate_estimate
PC500,Haryana,Haryana 437,2050008,1104339,945669,336871,773996,619789,319352,73.67,55.33,synthetic,ECI_aggregate_estimate
PC501,Uttarakhand,Uttarakhand 438,2933235,1410696,1522539,475820,1042865,831552,582998,77.9,77.87,synthetic,ECI_aggregate_estimate
PC502,Himachal Pradesh,Himachal Pradesh 439,1541616,832094,709522,240063,527457,466346,307750,82.67,61.38,synthetic,ECI_aggregate_estimate
PC503,Tripura,Tripura 440,2194664,1069775,1124889,461980,709453,681077,342154,84.24,72.16,synthetic,ECI_aggregate_estimate
PC504,Meghalaya,Meghalaya 441,1472715,767585,705130,279908,556371,472057,164379,63.66,84.56,synthetic,ECI_aggregate_estimate
PC505,Manipur,Manipur 442,2121714,1069718,1051996,398425,682372,728134,312783,91.63,66.68,synthetic,ECI_aggregate_estimate
PC506,Nagaland,Nagaland 443,1400711,715729,684982,232025,497432,422812,248442,59.0,83.9,synthetic,ECI_aggregate_estimate
PC507,Goa,Goa 444,1398999,688667,710332,264316,486341,406631,241711,94.89,84.17,synthetic,ECI_aggregate_estimate
PC508,Arunachal Pradesh,Arunachal Pradesh 445,2704766,1321281,1383485,454626,923847,853333,472960,72.53,51.46,synthetic,ECI_aggregate_estimate
PC509,Mizoram,Mizoram 446,2673222,1356459,1316763,531454,809922,933921,397925,77.51,58.37,synthetic,ECI_aggregate_estimate
PC510,Sikkim,Sikkim 447,3093587,1606670,1486917,525715,1154813,940054,473005,87.66,65.6,synthetic,ECI_aggregate_estimate
PC511,Jammu and Kashmir,Jammu and Kashmir 448,2351361,1132818,1218543,462202,750571,719939,418649,79.65,61.49,synthetic,ECI_aggregate_estimate
PC512,Ladakh,Ladakh 449,1197031,601056,595975,254325,453806,377810,111090,73.27,55.9,synthetic,ECI_aggregate_estimate
PC513,Uttar Pradesh,Uttar Pradesh 450,3108157,1498114,1610043,515310,1102117,1042714,448016,87.47,84.94,synthetic,ECI_aggregate_estimate
PC514,Maharashtra,Maharashtra 451,1469627,738446,731181,233528,454752,458762,322585,69.4,69.92,synthetic,ECI_aggregate_estimate
PC515,West Bengal,West Bengal 452,2392507,1159137,1233370,459492,819007,780763,333245,67.44,48.36,synthetic,ECI_aggregate_estimate
PC516,Bihar,Bihar 453,3185994,1675396,1510598,482123,1088648,1105788,509435,86.8,67.71,synthetic,ECI_aggregate_estimate
PC517,Madhya Pradesh,Madhya Pradesh 454,2894512,1551096,1343416,513574,988262,897531,495145,90.23,73.15,synthetic,ECI_aggregate_estimate
PC518,Tamil Nadu,Tamil Nadu 455,2433625,1231880,1201745,519726,779251,713335,421313,58.16,56.38,synthetic,ECI_aggregate_estimate
PC519,Rajasthan,Rajasthan 456,1074716,538096,536620,228377,401788,323094,121457,69.47,64.4,synthetic,ECI_aggregate_estimate
PC520,Karnataka,Karnataka 457,3204107,1558545,1645562,627157,1197452,999681,379817,90.13,54.38,synthetic,ECI_aggregate_estimate
PC521,Gujarat,Gujarat 458,1877446,962705,914741,303127,655727,544796,373796,86.32,69.74,synthetic,ECI_aggregate_estimate
PC522,Andhra Pradesh,Andhra Pradesh 459,1077636,569998,507638,234718,331045,316052,195821,68.33,84.46,synthetic,ECI_aggregate_estimate
PC523,Odisha,Odisha 460,2684615,1377738,1306877,503512,860014,804442,516647,72.41,81.41,synthetic,ECI_aggregate_estimate
PC524,Telangana,Telangana 461,1053270,527104,526166,189808,385177,367990,110295,77.7,80.57,synthetic,ECI_aggregate_estimate
PC525,Kerala,Kerala 462,1137066,558058,579008,232053,375873,370481,158659,87.88,82.43,synthetic,ECI_aggregate_estimate
PC526,Jharkhand,Jharkhand 463,1067318,515405,551913,225417,401761,304637,135503,62.69,60.26,synthetic,ECI_aggregate_estimate
PC527,Assam,Assam 464,2257802,1209541,1048261,492813,772947,690393,301649,64.77,51.9,synthetic,ECI_aggregate_estimate
PC528,Punjab,Punjab 465,1778353,871671,906682,296304,669887,531170,280992,58.65,78.7,synthetic,ECI_aggregate_estimate
PC529,Chhattisgarh,Chhattisgarh 466,2741105,1453225,1287880,556402,972584,818779,393340,78.13,80.53,synthetic,ECI_aggregate_estimate
PC530,Haryana,Haryana 467,1211972,637714,574258,188097,395984,395211,232680,60.52,77.25,synthetic,ECI_aggregate_estimate
PC531,Uttarakhand,Uttarakhand 468,2964170,1578670,1385500,531486,919224,973146,540314,63.65,69.97,synthetic,ECI_aggregate_estimate
PC532,Himachal Pradesh,Himachal Pradesh 469,2662844,1389513,1273331,519254,882198,794293,467099,83.95,73.73,synthetic,ECI_aggregate_estimate
PC533,Tripura,Tripura 470,2104718,1102886,1001832,461891,745838,622764,274225,74.81,48.59,synthetic,ECI_aggregate_estimate
PC534,Meghalaya,Meghalaya 471,3062641,1529384,1533257,643081,1095627,1010869,313064,73.35,73.3,synthetic,ECI_aggregate_estimate
PC535,Manipur,Manipur 472,1601526,792422,809104,341576,557124,503176,199650,78.3,81.56,synthetic,ECI_aggregate_estimate
PC536,Nagaland,Nagaland 473,2757073,1413741,1343332,435006,1017801,809876,494390,69.85,55.53,synthetic,ECI_aggregate_estimate
PC537,Goa,Goa 474,2297850,1139431,1158419,454889,860750,651571,330640,55.18,69.95,synthetic,ECI_aggregate_estimate
PC538,Arunachal Pradesh,Arunachal Pradesh 475,1712078,871568,840510,360862,533188,591166,226862,94.22,56.46,synthetic,ECI_aggregate_estimate
PC539,Mizoram,Mizoram 476,1994755,1035432,959323,396942,679777,622285,295751,61.29,63.53,synthetic,ECI_aggregate_estimate
PC540,Sikkim,Sikkim 477,2766923,1423604,1343319,546955,963312,812560,444096,93.55,60.39,synthetic,ECI_aggregate_estimate
PC541,Jammu and Kashmir,Jammu and Kashmir 478,2015098,985263,1029835,334454,702643,668510,309491,72.7,59.7,synthetic,ECI_aggregate_estimate
PC542,Ladakh,Ladakh 479,1082723,581573,501150,222570,382878,362311,114964,77.8,80.91,synthetic,ECI_aggregate_estimate
PC543,Uttar Pradesh,Uttar Pradesh 480,1774091,940780,833311,290791,643552,501225,338523,88.1,70.85,synthetic,ECI_aggregate_estimate
